"step.number","action","relation","model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","[1]   CL (L/d)","[2,3] V1  (L)","V2","Q","CLADA-2-1","CLAGE-2-1","CLAGE-3-1","CLAGE-3-2","CLAGE-4-1","CLAGE-5-1","CLALB-2-1","CLALB-3-1","CLALB-3-2","CLALB-4-1","CLALB-5-1","CLBW-2-1","CLBW-3-1","CLBW-3-2","CLBW-4-1","CLBW-5-1","CLCREAT-2-1","CLCREAT-3-1","CLCREAT-3-2","CLCREAT-4-1","CLCREAT-5-1","CLSEX-2-1","V1ADA-2-1","V1AGE-2-1","V1AGE-3-1","V1AGE-3-2","V1AGE-4-1","V1AGE-5-1","V1ALB-2-1","V1ALB-3-1","V1ALB-3-2","V1ALB-4-1","V1ALB-5-1","V1BW-2-1","V1BW-3-1","V1BW-3-2","V1BW-4-1","V1BW-5-1","V1CREAT-2-1","V1CREAT-3-1","V1CREAT-3-2","V1CREAT-4-1","V1CREAT-5-1","V1SEX-2-1","IIV CL","IIV V","EPS(1), proportional","EPS(2)","se[1]   CL (L/d)","se[2,3] V1  (L)","seV2","seQ","seCLADA-2-1","seCLAGE-2-1","seCLAGE-3-1","seCLAGE-3-2","seCLAGE-4-1","seCLAGE-5-1","seCLALB-2-1","seCLALB-3-1","seCLALB-3-2","seCLALB-4-1","seCLALB-5-1","seCLBW-2-1","seCLBW-3-1","seCLBW-3-2","seCLBW-4-1","seCLBW-5-1","seCLCREAT-2-1","seCLCREAT-3-1","seCLCREAT-3-2","seCLCREAT-4-1","seCLCREAT-5-1","seCLSEX-2-1","seV1ADA-2-1","seV1AGE-2-1","seV1AGE-3-1","seV1AGE-3-2","seV1AGE-4-1","seV1AGE-5-1","seV1ALB-2-1","seV1ALB-3-1","seV1ALB-3-2","seV1ALB-4-1","seV1ALB-5-1","seV1BW-2-1","seV1BW-3-1","seV1BW-3-2","seV1BW-4-1","seV1BW-5-1","seV1CREAT-2-1","seV1CREAT-3-1","seV1CREAT-3-2","seV1CREAT-4-1","seV1CREAT-5-1","seV1SEX-2-1","seIIV CL","seIIV V","seEPS(1), proportional","seEPS(2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9"
0,none (base),none,1,1,1,1,0,1,0,0,1,0,0,0,0,2.3,728.114,FOCE,NA,874.72,40.34,11233.806562794362,1.48291,4.61209,0.349516,2.71608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.573074,0.2141,0.290424,5e-13,0.418661,0.661087,0.49142,9.44931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189733,0.0706939,0.015813,NA,NA,NA,0.00391855,0.147178,0.219969,0.516645,1.09808,2.16106,2.85315,NA,NA
1,added,CLADA-2,1,1,1,0,1,0,0,1,0,6,1,0,0,3.3,NA,FOCE_I,NA,2066.92,0,10919.127405624700,1.45007,4.58372,0.423092,3.03025,4.94999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575799,0.22842,0.279944,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,CLAGE-2,2,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,2804.73,0,11229.795942322295,1.49365,4.60898,0.351971,2.72817,NA,0.0262745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54299,0.214113,0.290443,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,CLALB-2,3,1,1,0,1,0,0,0,0,0,0,3,0,3.4,NA,FOCE_I,NA,3536.33,0,11225.687526177169,1.51338,4.61221,0.36226,2.79401,NA,NA,NA,NA,NA,NA,0.0314139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605293,0.216059,0.291507,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,CLBW-2,4,1,1,0,1,0,0,0,0,0,0,5,0,3.7,NA,FOCE_I,NA,2282.67,0,11232.363619978956,1.49299,4.61197,0.357942,2.75608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0085747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.595053,0.214852,0.290311,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,CLCREAT-2,5,1,1,0,1,0,0,0,0,0,0,2,0,3.1,NA,FOCE_I,NA,1584.68,0,11232.555806458040,1.48082,4.60794,0.35131,2.71568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.159867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58394,0.214293,0.290047,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,CLSEX-2,6,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,1087.95,0,11233.734149486620,1.45858,4.60992,0.349006,2.71705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.572596,0.214084,0.290543,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,V1ADA-2,7,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,840.18,0,10984.980543615178,1.44124,4.89455,0.0316032,2.40401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.828289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582949,0.206475,0.290185,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,V1AGE-2,8,1,1,0,0,0,0,0,1,0,0,3,0,2.1,NA,FOCE_I,NA,3821.09,0,11232.699814764914,1.48347,4.6079,0.35133,2.73688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00892036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.573538,0.210908,0.290483,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,V1ALB-2,9,1,1,0,1,0,0,0,0,0,0,2,0,3.3,NA,FOCE_I,NA,1973.32,0,11123.034000893467,1.46138,4.68767,0.212138,1.73768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.125251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.591622,0.366323,0.290811,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,V1BW-2,10,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,2082.66,0,11227.901233321065,1.48414,4.61148,0.366734,2.83287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0199079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576906,0.251033,0.289328,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,V1CREAT-2,11,1,1,0,1,0,0,0,0,0,0,2,0,4,NA,FOCE_I,NA,1764.95,0,11229.296470772373,1.48876,4.62926,0.349751,2.69966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208927,NA,NA,NA,NA,NA,0.573451,0.21436,0.290102,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,V1SEX-2,12,1,1,0,0,0,0,0,1,0,0,1,0,1.3,NA,FOCE_I,NA,1665.28,0,11233.662193029571,1.48179,4.68895,0.349538,2.7179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04155,0.573136,0.213664,0.290463,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,added,CLAGE-2,1,1,1,0,1,0,0,1,0,8,1,3,0,4.5,NA,FOCE_I,NA,3061.41,0,10914.285708021560,1.45788,4.60141,0.424081,3.01806,4.9995,0.0286604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.539724,0.228453,0.279976,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,added,CLALB-2,2,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,1706.41,0,10907.497809731589,1.48639,4.60098,0.44092,3.07718,4.87028,NA,NA,NA,NA,NA,0.0371358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.615077,0.23053,0.280742,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,added,V1ADA-2,3,1,1,0,0,0,0,0,1,0,0,2,0,1.7,NA,FOCE_I,NA,1253.4,0,10913.307448059390,1.44397,4.61374,0.410969,3.03814,4.48731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.247825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579767,0.231152,0.279522,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,added,V1ALB-2,4,1,1,0,1,0,0,0,0,0,0,3,0,3.4,NA,FOCE_I,NA,2548.87,0,10802.946310160572,1.42087,4.70545,0.276092,2.03659,4.6281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.125659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590362,0.378726,0.280494,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,added,V1BW-2,5,1,1,0,0,0,0,0,1,0,0,1,0,1.4,NA,FOCE_I,NA,1707.02,0,10913.246063765553,1.44196,4.60826,0.437375,3.10864,4.97756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0206333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579559,0.266868,0.27909,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,added,V1CREAT-2,6,1,1,0,1,0,0,1,0,3,1,1,0,3.7,NA,FOCE_I,NA,1620.91,0,10915.482528107688,1.44835,4.61013,0.421566,2.98601,4.9995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185308,NA,NA,NA,NA,0.57639,0.230032,0.279551,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,added,CLAGE-2,1,1,1,0,0,0,0,0,1,0,0,4,0,1.3,NA,FOCE_I,NA,3057.04,0,10798.063714785520,1.4339,4.70299,0.27678,2.0301,4.64573,0.0291447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552906,0.378864,0.280557,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,added,CLALB-2,2,1,1,0,0,0,0,0,1,0,0,2,0,0.5,NA,FOCE_I,NA,2420.36,0,10802.945381593474,1.42099,4.70452,0.275869,2.03696,4.6287,NA,NA,NA,NA,NA,-0.000461586,NA,NA,NA,NA,NA,-0.125696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590073,0.379251,0.280592,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,added,V1ADA-2,3,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,2701.04,0,10796.224737821867,1.41793,4.72961,0.261789,1.98982,4.21782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.258938,-0.125656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594537,0.382418,0.280108,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,added,V1ALB-3,4,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,1129.71,0,10773.363582505594,1.42126,5.53619,0.205842,1.47189,4.67297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00668625,-0.126597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.592834,0.28635,0.280484,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,added,V1BW-2,5,1,1,0,0,0,0,1,1,5,1,2,0,NA,NA,FOCE_I,NA,1823.06,0,10786.888318790356,1.41336,5.15292,0.237595,1.83211,4.50243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.126563,NA,NA,NA,NA,-0.0544496,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601505,0.663443,0.281098,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,added,V1CREAT-2,6,1,1,0,0,0,0,0,1,0,0,0,0,1.6,NA,FOCE_I,NA,645.77,0,10799.882971327383,1.42044,4.72096,0.279617,2.03146,4.74185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.125688,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.190864,NA,NA,NA,NA,0.590786,0.385073,0.279945,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,added,CLAGE-2,1,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,2036.48,0,10768.547280335755,1.43123,5.53675,0.209906,1.49989,4.69993,0.0289829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0070329,-0.126615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.554934,0.285663,0.280455,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,added,CLALB-2,2,1,1,0,0,0,0,0,1,0,0,3,0,2.9,NA,FOCE_I,NA,3109.27,0,10768.891248253596,1.44799,5.63544,0.262718,1.85376,4.64165,NA,NA,NA,NA,NA,0.0261346,NA,NA,NA,NA,NA,NA,0.0220145,-0.1258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.617427,0.282644,0.280186,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,added,V1ADA-2,3,1,1,0,1,0,0,0,0,0,0,1,0,3.9,NA,FOCE_I,NA,1695.25,0,10766.554303317287,1.41572,5.57722,0.190223,1.40422,4.13997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.261387,NA,0.00681649,-0.126598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.596824,0.28811,0.280004,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,added,V1ALB-4,4,1,1,0,1,0,0,0,0,0,0,3,0,3.6,NA,FOCE_I,NA,1635.18,0,10864.250724452477,1.43027,4.36692,0.347185,2.52702,4.70123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.115364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583756,0.343823,0.281693,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,added,V1BW-2,5,1,1,0,0,0,0,0,1,0,0,2,0,2.6,NA,FOCE_I,NA,4283.52,0,10761.745397701530,1.40467,5.96635,0.193574,1.40811,4.66603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0172988,-0.127504,NA,NA,-0.0470322,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602005,0.45124,0.280408,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,added,V1CREAT-2,6,1,1,0,1,0,0,0,0,0,0,2,0,3.7,NA,FOCE_I,NA,2441.47,0,10768.696946835993,1.42716,5.57091,0.216435,1.52368,4.76883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00997897,-0.126648,NA,NA,NA,NA,NA,NA,NA,0.219909,NA,NA,NA,NA,0.592893,0.28565,0.27978,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,added,CLAGE-2,1,1,1,0,1,0,0,0,0,0,0,5,0,3.1,NA,FOCE_I,NA,7245.18,0,10756.890766525579,1.42385,5.97064,0.20374,1.4932,4.6921,0.0293168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0183288,-0.127537,NA,NA,-0.0469468,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563352,0.449819,0.280284,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,added,CLALB-2,2,1,1,0,0,0,0,0,1,0,0,2,0,1.8,NA,FOCE_I,NA,3242.18,0,10759.058182082001,1.43279,6.04723,0.2465,1.796,4.63215,NA,NA,NA,NA,NA,0.0208823,NA,NA,NA,NA,NA,NA,0.0290713,-0.127041,NA,NA,-0.0467092,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619704,0.444625,0.280178,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,added,V1ADA-2,3,1,1,0,1,0,0,0,0,0,0,1,0,3.4,NA,FOCE_I,NA,4674.16,0,10754.178187233971,1.40656,5.96038,0.18563,1.40717,3.91909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.275562,NA,0.0176246,-0.127536,NA,NA,-0.0464819,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60426,0.444987,0.279812,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
