"sample.id","model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","deltaofv","likelihood_ratio","relPDF","importance_ratio","probability_resample","resamples","sample_order","CL (L/d) [1]","V (L) [2,3]","CLADA","VADA","VALB","VCREAT","IIV CL (value obtained from SCM+)","IIV V","EPS(1), proportional (value obtained from SCM+)","EPS(2)","seCL (L/d) [1]","seV (L) [2,3]","seCLADA","seVADA","seVALB","seVCREAT","seIIV CL (value obtained from SCM+)","seIIV V","seEPS(1), proportional (value obtained from SCM+)","seEPS(2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10"
0,input,1,1,1,1,1,0,0,0,0,0,0,0,3,74.9062,FOCE_I,NA,510.31,57.67,10797.653468906055,0,NA,NA,NA,NA,NA,NA,1.39797,4.96413,4.01979,-0.262909,-0.124656,0.183952,0.60363,0.369616,0.28265,5e-13,0.176668,0.461182,0.667734,0.131609,0.0022974,0.0753429,0.18408,0.0778764,0.014659,NA,NA,NA,NA,0.0420175,0.265058,0.422124,0.5161,0.906451,1.01602,1.18166,1.5032,3.14737,NA
1,1,1,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10842.255349813178,44.6018809071229,2.06454626603566e-10,0.000496613088348415,4.15725302951986e-07,2.52530989625158e-10,0,0,1.06036,6.17443,4.63245,-0.196809,-0.1269,0.333526,0.514924,0.255336,0.31685,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10804.122163924621,6.468695018566,0.0393858954889597,0.162872332174221,0.241820663848723,0.000146893179510374,1,896,1.58637,4.81451,4.18268,-0.296107,-0.122992,0.222561,0.784936,0.359169,0.271494,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,3,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10803.214010062995,5.56054115693951,0.0620217233637651,0.0177027944430708,3.50349904153361,0.00212818915237271,1,244,1.28395,5.17827,4.00116,-0.221344,-0.12135,0.1351,0.767824,0.375333,0.275169,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,4,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10804.297745027503,6.64427612144755,0.0360756173783461,0.349634735556731,0.103180873378905,6.26768875498841e-05,1,928,1.19057,5.27097,4.12032,-0.220107,-0.126081,0.190298,0.536209,0.341248,0.292037,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,5,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10811.743849475397,14.0903805693415,0.000871590996612918,0.0115454947398324,0.0754918707472875,4.58572925272938e-05,1,1000,1.15772,5.89529,4.48499,-0.254779,-0.125028,0.319132,0.54285,0.371809,0.292101,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1,6,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,406014651.57143426,406003853.917965,0,0.000874463107386288,0,0,0,0,1.6692,4.71327,2.73825,-0.468461,-0.125226,0.389072,0.830667,0.421442,0.287677,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1,7,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10803.804348825695,6.15087991963992,0.0461693112707772,0.0618506234972712,0.74646476721151,0.000453437606625564,1,445,1.20663,4.9917,4.76441,-0.188501,-0.123922,0.0776442,0.56767,0.403332,0.290575,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1,8,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,307182846.81734824,307172049.163879,0,0.0459744039387507,0,0,0,0,1.49181,4.01795,3.61241,-0.265417,-0.12371,0.201133,0.605153,0.428806,0.266143,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1,9,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10804.053528917300,6.40006001124493,0.0407609809014124,0.0476829029173275,0.854834299247336,0.000519266328081528,1,608,1.58997,4.72824,4.74135,-0.240262,-0.12521,0.17371,0.736881,0.36327,0.271111,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1,10,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10805.873580709351,8.22011180329537,0.0164068573302984,0.011299688654545,1.45197428282231,0.000881997078233525,1,133,1.36835,5.07066,4.35084,-0.189165,-0.125018,0.0671258,0.547418,0.342746,0.260119,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,1,11,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10831.357418798287,33.7039498922313,4.80043144301847e-08,6.95060625213227e-05,0.00069064931444589,4.19532690511025e-07,0,0,1.36385,4.61917,4.24354,-0.123361,-0.125412,0.0140684,0.901253,0.218659,0.25238,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,12,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10804.167547639370,6.51407873331482,0.0385022203987188,0.0697444478980498,0.552047102803081,0.000335339225687363,1,241,1.33721,5.41009,3.94559,-0.278135,-0.123972,0.310542,0.493414,0.313931,0.28759,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,1,13,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10804.489257370320,6.83578846426462,0.0327813923120172,0.0067419025595271,4.86233552362651,0.00295360997502907,1,72,1.56018,5.23286,5.02284,-0.148755,-0.123154,0.0630221,0.574819,0.321328,0.292271,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,1,14,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,353807811.72524631,353797014.071777,0,0.0889453590293901,0,0,0,0,1.56118,4.76259,4.10309,-0.340585,-0.12528,0.168689,0.809217,0.445783,0.275933,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,1,15,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10806.880034345302,9.22656543924677,0.00991920284160578,0.0248378969799074,0.399357596564231,0.000242588479360222,1,550,1.44861,4.46748,4.44787,-0.177559,-0.125816,0.0773656,0.593203,0.515433,0.268945,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,1,16,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10812.085422005617,14.4319530995617,0.000734752720699339,0.025056227619171,0.0293241557295387,1.78128634791275e-05,1,904,1.5525,4.25541,4.28285,-0.157621,-0.126875,0.215313,0.862896,0.463842,0.26954,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,1,17,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10815.895586159701,18.2421172536451,0.00010933886698924,0.00385881602500555,0.0283348224638625,1.72118961892458e-05,0,0,1.28466,5.6609,3.76249,-0.283509,-0.125297,0.314401,0.446949,0.427334,0.314845,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,1,18,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,1943235544.7171516,1943224747.06368,0,0.00750844880761287,0,0,0,0,1.2693,4.45638,5.03837,-0.157361,-0.126717,0.19644,0.457949,0.521096,0.285508,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,1,19,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10804.102101173154,6.44863226709822,0.039782978519949,0.0400613179922135,0.993052163877417,0.000603226322556393,1,125,1.21424,4.79269,3.90428,-0.195854,-0.121816,0.120948,0.528772,0.382818,0.2842,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,1,20,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,893361191.08119023,893350393.427721,0,0.0539821141001642,0,0,0,0,1.52406,4.71908,3.10894,-0.38594,-0.12449,0.143586,0.85572,0.310885,0.282695,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,1,21,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,371132146.17462420,371121348.521155,0,0.00974494240333254,0,0,0,0,1.67483,5.36993,3.7847,-0.249235,-0.124378,0.153775,0.798363,0.412286,0.267304,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,1,22,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,1003723349.3505985,1003712551.69713,0,0.0835412125391809,0,0,0,0,1.50617,4.74208,4.49071,-0.204487,-0.125051,0.207513,0.83838,0.308932,0.268288,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1,23,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10824.813129100266,27.159660194211,1.26576978254979e-06,0.00233998775940573,0.000540930087117743,3.28586230493754e-07,0,0,1.15205,5.22172,3.28674,-0.335226,-0.11953,0.130294,0.464399,0.197766,0.284418,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1,24,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10814.671411591062,17.0179426850063,0.000201651148226948,0.0122018753933784,0.0165262422148957,1.00388123399712e-05,0,0,1.28273,5.48391,4.06237,-0.339146,-0.122984,0.248675,0.383966,0.295245,0.27971,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1,25,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,294239453.54455805,294228655.891089,0,0.000263979039763677,0,0,0,0,1.32721,4.65111,4.60533,-0.101922,-0.128104,0.285649,0.929321,0.424289,0.291533,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,1,26,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10808.848754129276,11.1952852232207,0.00370659130058558,0.00815022769253889,0.454783772971002,0.000276256930810619,1,148,1.30862,5.30513,4.72717,-0.248184,-0.122198,0.072141,0.734043,0.259066,0.274316,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1,27,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10805.731474154196,8.07800524814047,0.0176150324665658,0.0789970750764168,0.22298335032691,0.000135450514385677,1,847,1.54807,4.97414,3.29653,-0.444193,-0.12383,0.208825,0.516279,0.389743,0.275154,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1,28,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10809.712039963712,12.0585710576561,0.00240721324883292,0.00447668251869464,0.53772257442434,0.00032663783729048,1,20,1.26471,5.6606,4.63366,-0.205728,-0.126156,0.149607,0.945423,0.34738,0.281781,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,1,29,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10808.498766201372,10.8452972953164,0.00441543621148615,0.00839727034127698,0.525818037533217,0.000319406464889528,1,359,1.63921,5.47208,4.32507,-0.223299,-0.123271,0.189509,0.854578,0.366831,0.268856,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1,30,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10809.032881395615,11.3794124895594,0.00338058588828437,0.0145946765760282,0.231631435659012,0.000140703765827846,1,977,1.35214,5.64327,4.65059,-0.132319,-0.125785,0.221695,0.507782,0.527752,0.297483,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1,31,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10811.052301502257,13.3988325962018,0.00123163059802019,0.0167398950913093,0.0735745708860271,4.46926349326412e-05,1,614,1.60908,4.50424,4.03313,-0.210595,-0.122224,0.263935,0.437579,0.463913,0.291233,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1,32,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,570539903.33023512,570529105.676766,0,0.176308145167905,0,0,0,0,1.41251,4.95746,4.5889,-0.179359,-0.126843,0.144167,0.701597,0.462395,0.277264,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1,33,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10815.269847464615,17.6163785585595,0.000149503720481433,0.239646896212616,0.000623850017856239,3.78955674018966e-07,0,0,1.21713,5.04703,4.28897,-0.238242,-0.123291,0.169482,0.373449,0.367374,0.301146,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,1,34,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10926.089813104240,128.436344198184,1.28944320960992e-28,2.80990046879316e-05,4.58892841198654e-24,2.78752971004944e-27,0,0,1.23742,6.25695,4.50283,-0.205292,-0.126785,0.244095,0.742625,0.105691,0.300845,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,1,35,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,339462189.44018495,339451391.786716,0,0.0346806780711248,0,0,0,0,1.49141,4.67039,3.0706,-0.295929,-0.124072,0.211536,0.557365,0.447467,0.267605,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,1,36,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10808.283485694326,10.630016788271,0.00491723747921635,0.0428335863495175,0.114798640466204,6.97340625617426e-05,0,0,1.2396,5.49841,3.98862,-0.126265,-0.126037,0.172584,0.650548,0.291592,0.290616,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,1,37,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10846.418646796348,48.7651778902928,2.57499367496426e-11,0.00112965625416122,2.27944887259196e-08,1.38464383935293e-11,0,0,1.52706,5.20167,5.23628,-0.0631138,-0.122365,0.146971,0.250281,0.461797,0.28957,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,1,38,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10806.306352018433,8.65288311237782,0.0132144869341091,0.0124602089540936,1.06053493828189,0.000644218515434731,1,186,1.5717,4.7912,3.07219,-0.32142,-0.126141,0.255791,0.859082,0.412764,0.28717,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,1,39,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10807.088925581100,9.43545667504441,0.00893545384562769,0.0195654383456871,0.45669581676392,0.00027741839562357,1,635,1.54964,4.40419,3.76642,-0.275314,-0.121998,0.28924,0.511763,0.343463,0.269698,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1,40,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10810.314873972995,12.6614050669396,0.00178078227039577,0.0468228218619359,0.0380323568632123,2.31026320703733e-05,1,996,1.30356,5.19291,3.87804,-0.210522,-0.120981,0.186978,0.40985,0.364131,0.300407,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1,41,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10800.635156637854,2.98168773179896,0.225182551463209,0.231465328935945,0.972856507272089,0.000590958536322409,1,118,1.46761,4.68661,4.22041,-0.21398,-0.121712,0.180575,0.530358,0.328892,0.279913,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,1,42,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10827.944097765905,30.2906288598497,2.64529137793609e-07,0.00234701781986262,0.000112708619233702,6.84644859292077e-08,0,0,1.37076,5.54032,4.23572,-0.292254,-0.125439,0.252566,0.968093,0.201599,0.277184,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1,43,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10829.428224410198,31.7747555041424,1.25950388188146e-07,0.0135820822558952,9.27327532076155e-06,5.6330210771148e-09,0,0,1.31217,5.23479,3.89456,-0.257243,-0.121627,0.106093,0.290383,0.448025,0.295927,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1,44,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,1955201234.3112981,1955190436.65783,0,0.00789664040056553,0,0,0,0,1.28136,4.99979,4.16936,-0.319775,-0.127041,-0.0119712,0.544939,0.334276,0.283014,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,1,45,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10812.378884571524,14.725415665469,0.000634478070837766,0.0121761094954217,0.0521084399804662,3.16531031973536e-05,1,643,1.48273,4.48015,3.37134,-0.425293,-0.122147,0.315795,0.67019,0.265243,0.285507,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,1,46,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10808.625179340017,10.9717104339616,0.00414498869831684,0.00683943970834438,0.606042143080784,0.000368138338128574,1,663,1.19914,5.03587,4.50293,-0.0609802,-0.127298,0.214709,0.638025,0.367496,0.268416,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,1,47,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10830.750478648886,33.0970097428308,6.50242947554393e-08,0.0063531949914315,1.0234896747721e-05,6.21715490026788e-09,0,0,0.99563,5.43129,4.91641,-0.190352,-0.126732,0.0609287,0.404813,0.352942,0.285332,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,1,48,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10861.648902430121,63.9954335240654,1.2693113888097e-14,0.000145937976968985,8.69760849898214e-11,5.28333412958946e-14,0,0,1.55215,4.64947,2.11655,-0.707574,-0.126284,0.167294,1.06265,0.236631,0.262806,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,1,49,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,333738604.16381061,333727806.510342,0,0.00597317832399794,0,0,0,0,1.27298,5.54753,4.29307,-0.0414498,-0.128398,0.278162,0.586506,0.429668,0.297428,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1,50,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10804.578221823058,6.92475291700248,0.0313551591736198,0.0265285133675886,1.18194181253776,0.000717966728221943,1,545,1.3779,4.75745,2.78844,-0.37283,-0.122859,0.193287,0.76804,0.361691,0.272143,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1,51,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,354201268.87416154,354190471.220693,0,0.0046031290389326,0,0,0,0,1.70185,5.0865,3.60374,-0.247804,-0.125835,0.321215,0.585408,0.464303,0.286769,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,1,52,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10804.684089774939,7.03062086888349,0.0297385696447371,0.118094709340614,0.251819660768747,0.000152967037823887,0,0,1.36732,5.11322,4.08037,-0.324348,-0.125569,0.117732,0.798272,0.325578,0.269662,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,1,53,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,463626795.26571238,463615997.612243,0,0.00387262136590022,0,0,0,0,1.4893,5.48177,4.12686,-0.373584,-0.128576,0.305318,0.848063,0.382662,0.28142,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,1,54,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10801.549208966409,3.895740060354,0.14257743402732,0.0679448460286912,2.09842898116383,0.00127468389224463,1,431,1.56099,5.13654,3.61482,-0.312736,-0.122196,0.141801,0.526291,0.38684,0.283317,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,1,55,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10815.613727014321,17.9602581082654,0.00012588660026729,0.0360588304930216,0.00349114484707573,2.12068463693832e-06,0,0,1.13867,5.45424,5.08322,-0.137762,-0.124459,0.121078,0.442138,0.46439,0.291908,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,1,56,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10801.201386007962,3.54791710190693,0.169660049820511,0.138904362936955,1.2214162768776,0.000741945363811064,1,371,1.29525,4.86707,3.85549,-0.198031,-0.126447,0.215883,0.6075,0.346923,0.289417,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,1,57,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10855.746482009012,58.0930131029563,2.4280771733786e-13,0.000166974591135863,1.4541596759491e-09,8.83324588214534e-13,0,0,1.28345,5.93565,3.72494,-0.241655,-0.124859,0.0689936,0.286507,0.21807,0.312567,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1,58,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,NA,NA,NA,8.03400651217246e-06,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,1,59,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10803.846306235162,6.19283732910662,0.0452108279438408,0.0260035776079132,1.73863876061741,0.00105613048737157,1,370,1.54955,5.05399,4.41954,-0.265478,-0.123858,0.114195,0.780413,0.448245,0.278127,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
