"sample.id","model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","deltaofv","likelihood_ratio","relPDF","importance_ratio","probability_resample","resamples","sample_order","CL (L/d) [1]","V (L) [2,3]","CLADA","VADA","VALB","VCREAT","IIV CL (value obtained from SCM+)","IIV V","EPS(1), proportional (value obtained from SCM+)","EPS(2)","seCL (L/d) [1]","seV (L) [2,3]","seCLADA","seVADA","seVALB","seVCREAT","seIIV CL (value obtained from SCM+)","seIIV V","seEPS(1), proportional (value obtained from SCM+)","seEPS(2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10"
578,6,78,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10804.422630311465,6.76916140540925,0.0338918501279177,0.0443181453833432,0.764739811080991,0.000464538722869951,1,770,1.50081,5.32162,3.80858,-0.359205,-0.123883,0.122517,0.817652,0.359943,0.280218,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,6,79,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10801.981958074950,4.32848916889452,0.114836651231973,0.382765576741543,0.300018231026859,0.000182245103314176,1,68,1.41694,5.13752,3.87665,-0.265715,-0.124341,0.179884,0.650995,0.271461,0.285397,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,6,80,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10803.146540304699,5.49307139864322,0.064149710594271,0.0846374558903763,0.757935241784188,0.000460405309276185,1,139,1.31737,4.92032,4.25029,-0.194856,-0.12384,0.222878,0.519471,0.440631,0.267554,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,6,81,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10806.077901387065,8.42443248100972,0.0148135016489225,0.0325631856137922,0.454915616199669,0.000276337018553112,1,120,1.57529,4.99531,4.08342,-0.292514,-0.127322,0.331896,0.805811,0.410633,0.273589,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,6,82,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,314028301.52019864,314017503.86673,0,0.123201353816735,0,0,0,0,1.61318,4.83796,4.14771,-0.230199,-0.124825,0.13742,0.628592,0.361067,0.290945,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,6,83,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10807.087588412545,9.43411950648988,0.00894142994712023,0.000436697142399494,20.4751281356921,0.0124375503104881,1,95,1.32244,4.85681,5.59265,-0.162215,-0.122544,0.250111,0.49916,0.292779,0.290001,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,6,84,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10809.520130565852,11.8666616597966,0.00264964176829251,0.00226566367657796,1.16947709215805,0.000710395074174098,1,296,1.35929,4.68671,4.59347,-0.058716,-0.121377,0.309502,0.510352,0.474868,0.279149,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,6,85,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10809.502740697977,11.8492717919216,0.00267278067829416,0.0695338311418425,0.0384385648597721,2.33493818030369e-05,0,0,1.72104,4.71314,3.33773,-0.329167,-0.125746,0.23954,0.747851,0.411973,0.264646,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,6,86,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10853.449829646346,55.7963607402908,7.65551144508975e-13,0.00463328922035859,1.65228438825955e-10,1.00367480340155e-13,0,0,1.42039,4.52514,3.41417,-0.297194,-0.12404,0.161159,0.21947,0.359298,0.284178,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,6,87,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10807.760238799210,10.1067698931547,0.00638767487218253,0.00198292298146173,3.2213429023218,0.00195679431891414,1,159,1.33499,4.98392,5.23542,-0.0116767,-0.119545,0.12401,0.609255,0.39778,0.278022,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,6,88,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10810.066589428940,12.4131205228841,0.00201616061573703,0.0148229220680516,0.136016407998429,8.262272676982e-05,0,0,1.54602,4.50175,2.99273,-0.448339,-0.122597,0.274194,0.862384,0.369128,0.281765,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,6,89,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10803.808344396071,6.15487549001591,0.0460771669774794,0.0570221928813687,0.80805673456544,0.000490851447828886,1,108,1.43988,4.89132,4.22336,-0.0847297,-0.123039,0.202996,0.738859,0.376409,0.282607,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,6,90,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10803.497909256883,5.84444035082743,0.0538140778799195,0.0252410449320562,2.13200673842054,0.00129508059220304,1,379,1.40753,4.80206,4.04209,-0.150031,-0.120758,0.187405,0.691481,0.412104,0.275178,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,6,91,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10805.003854512044,7.35038560598878,0.0253445185525606,0.0182640551556415,1.38767203321394,0.000842936884847601,1,763,1.39076,5.30978,4.0079,-0.296206,-0.121521,0.24085,0.794928,0.301462,0.293287,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,6,92,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10806.680951090024,9.02748218396846,0.0109573907946704,0.00204588421632959,5.35582155979895,0.0032533764703468,1,230,1.16528,5.33077,3.36826,-0.368846,-0.119632,0.152653,0.643045,0.334806,0.279248,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,6,93,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,400762804.27021354,400752006.616745,0,0.0444732913384902,0,0,0,0,1.53171,4.85469,3.18197,-0.343004,-0.124221,0.184176,0.674021,0.323188,0.296154,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,6,94,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10802.903530813643,5.25006190758722,0.0724375147836662,0.0853919386979335,0.848294533280332,0.00051529376841331,1,531,1.41667,4.83134,4.42647,-0.290917,-0.122593,0.107555,0.639025,0.287249,0.274416,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,6,95,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10861.683965670365,64.0304967643096,1.2472522350775e-14,0.000159240037959973,7.83252912430864e-11,4.7578444636024e-14,0,0,1.04172,6.12497,5.4706,0.0224505,-0.128335,0.265272,0.397221,0.240746,0.313804,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,6,96,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10810.170065975037,12.5165970689814,0.001914500483519,0.00785986760292943,0.243579228078276,0.000147961413659354,1,521,1.32778,4.98795,2.71515,-0.40932,-0.122086,0.127901,0.471807,0.256025,0.291899,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,6,97,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10801.986345786387,4.33287688033124,0.114584992340576,0.0666806831142132,1.71841359429852,0.0010438447755576,1,443,1.34723,5.16158,3.95875,-0.348743,-0.123769,0.274176,0.678933,0.438191,0.285012,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,6,98,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,466065899.51838976,466055101.864921,0,0.0033460996045872,0,0,0,0,1.36231,4.34484,4.09444,-0.345614,-0.126203,0.29719,0.497516,0.363427,0.272234,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,6,99,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10824.186244381643,26.5327754755872,1.73173330990704e-06,0.0126336265287773,0.000137073334086807,8.32647531010623e-08,0,0,1.68712,3.86681,3.33461,-0.448115,-0.123193,0.105021,0.816406,0.382674,0.267088,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,6,100,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10876.845535124341,79.1920662182856,6.36299109498365e-18,0.00387519420517126,1.64197992619119e-15,9.97415391272434e-19,0,0,1.04071,5.70183,4.22896,-0.282062,-0.125058,0.140314,0.251514,0.463764,0.313159,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,7,1,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,2435389875.2826047,2435379077.62914,0,0.0317274563038338,0,0,0,0,1.49723,4.99762,3.92718,-0.33655,-0.126584,0.344201,0.754236,0.388128,0.270684,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,7,2,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10812.615567490353,14.9620985842976,0.000563665655215665,0.0408903407764867,0.0137848118776205,8.37353935527517e-06,0,0,1.48434,4.51971,3.12848,-0.52418,-0.123311,0.178783,0.549417,0.338916,0.289279,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,7,3,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10809.661094732022,12.0076258259669,0.00246931890585821,0.0169463196597892,0.145714170122584,8.85136009816431e-05,0,0,1.14207,5.65092,4.6781,-0.202941,-0.127065,0.232515,0.746966,0.322486,0.280753,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,7,4,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10802.759531012767,5.10606210671176,0.0778453546225079,0.192107608658641,0.405217446440825,0.000246148026200127,1,223,1.47033,4.66842,3.57731,-0.297738,-0.121889,0.16935,0.59832,0.354337,0.26581,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,7,5,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,302689263.01136315,302678465.357894,0,0.00613269055065079,0,0,0,0,1.4665,4.08145,3.39704,-0.34231,-0.124316,0.153613,0.698592,0.530767,0.256443,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,7,6,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10817.769331455051,20.1158625489952,4.28445857485043e-05,0.000215258604045608,0.199037738530659,0.000120904830009122,1,59,1.14457,5.07337,6.18517,-0.0220816,-0.127604,0.182855,0.539331,0.482947,0.301333,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,7,7,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,355422242.93568593,355411445.282217,0,0.108555309757913,0,0,0,0,1.65755,4.8573,3.54628,-0.307993,-0.122948,0.159168,0.693188,0.310089,0.281505,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,7,8,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10803.320953915376,5.66748500932044,0.058792410551575,0.0371326126990524,1.58330928739295,0.000961776101644273,1,24,1.39731,5.27388,4.62666,-0.16131,-0.125224,0.0583697,0.560606,0.463786,0.289257,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,7,9,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,869087172.28010714,869076374.626638,0,0.00263922845131982,0,0,0,0,1.56341,5.17743,2.90358,-0.462053,-0.12623,0.229197,0.499999,0.449135,0.268949,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,7,10,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,360850739.33451426,360839941.681045,0,0.0140236280089659,0,0,0,0,1.66022,5.08072,4.37585,-0.301455,-0.126117,0.225912,0.797776,0.334223,0.269231,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,7,11,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10813.861635640842,16.2081667347866,0.000302302203407909,0.040458398586142,0.00747192706513735,4.53879790998448e-06,1,657,1.31414,5.01075,3.65563,-0.417584,-0.12247,0.238717,0.611986,0.22269,0.281369,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,7,12,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,218410089.93292642,218399292.279458,0,0.17589046285174,0,0,0,0,1.60884,4.47544,3.55137,-0.335556,-0.124957,0.168674,0.551088,0.401356,0.282171,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,7,13,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10810.964873600000,13.3114046939445,0.00128666414120143,0.00425544423012071,0.302357185671526,0.000183665893742163,1,654,1.24516,5.44654,3.58411,-0.168077,-0.125163,0.193674,0.860832,0.284214,0.277853,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,7,14,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10815.432385932771,17.7789170267151,0.000137834273195997,0.00600887753098787,0.0229384394148797,1.3933880773587e-05,0,0,1.19083,5.20589,5.13123,-0.252095,-0.124586,0.161069,0.474343,0.255947,0.296372,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,7,15,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10812.592647784166,14.9391788781104,0.000570162335217909,0.0311805892101533,0.0182858101678286,1.11076561974696e-05,0,0,1.27719,5.19955,4.87144,-0.212489,-0.124085,0.0596197,0.384844,0.435941,0.286214,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,7,16,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10806.276059798016,8.6225908919605,0.0134161584235162,0.0666411869082835,0.201319319867164,0.000122290769206777,1,569,1.54526,4.82245,4.32357,-0.191912,-0.126885,0.221033,0.711251,0.520737,0.269399,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,7,17,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,11226.137538650855,428.4840697448,9.03371662419758e-94,0.00262579652170252,3.44037192125621e-91,2.08984278749513e-94,0,0,1.07579,5.77533,4.31222,-0.263339,-0.1217,0.13631,0.0736261,0.35033,0.305165,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,7,18,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,313658470.73812407,313647673.084655,0,0.184011714179305,0,0,0,0,1.5322,5.0283,3.84634,-0.255133,-0.126973,0.155777,0.699197,0.444533,0.274431,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,7,19,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10809.194752286814,11.5412833807586,0.0031177562379509,0.0186293863844835,0.167356893759404,0.000101660403399925,1,764,1.40401,5.16485,4.01185,-0.468294,-0.125427,0.171624,0.634224,0.398873,0.282846,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,7,20,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10802.725458324747,5.07198941869137,0.0791829160914478,0.0574387739133494,1.37856208788337,0.000837403078044348,1,166,1.55825,5.06785,4.27326,-0.216464,-0.12547,0.0594902,0.735658,0.332296,0.278337,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,7,21,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10855.204186426405,57.5507175203493,3.18434765053639e-13,0.0127397895424743,2.49952924255132e-11,1.51833094771094e-14,0,0,1.21522,5.67611,3.86194,-0.293041,-0.12169,0.121149,0.241126,0.312946,0.299942,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,7,22,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,301924590.98047042,301913793.327002,0,0.00398011704131146,0,0,0,0,1.52504,4.89642,3.4614,-0.239589,-0.125445,0.380999,0.749659,0.484913,0.270119,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,7,23,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10811.305659199195,13.6521902931399,0.00108508696126515,0.00477999072591177,0.22700608086602,0.000137894109030562,1,804,1.45815,4.51894,2.81996,-0.44061,-0.12239,0.0322259,0.529461,0.333735,0.26244,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,7,24,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10815.825628067805,18.1721591617497,0.000113231112916356,0.00163554902029758,0.0692312559948547,4.20543023607888e-05,1,991,1.69856,4.00976,3.98179,-0.13149,-0.125989,0.226453,0.583327,0.383007,0.272166,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,7,25,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10804.582016293476,6.92854738742062,0.0312957274574489,0.054019422011145,0.579342138295965,0.000351919506646755,1,93,1.4234,4.73645,3.64723,-0.296259,-0.124451,0.266599,0.583457,0.489138,0.265043,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,7,26,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,238935014.65208921,238924216.99862,0,0.00575225349312191,0,0,0,0,1.6491,5.20565,4.44398,-0.157488,-0.129161,0.175388,0.887366,0.351731,0.28224,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,7,27,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10805.678491696415,8.0250227903598,0.0180879122521878,0.0234597979031967,0.771017394387832,0.000468352020529907,1,779,1.48812,4.74963,3.10501,-0.42755,-0.12454,0.337519,0.581426,0.335739,0.291901,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,7,28,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10862.125885436664,64.4724165306088,9.99983036756104e-15,0.00848057196747249,1.17914574699864e-12,7.16268267260733e-16,0,0,1.06573,5.68259,4.89604,-0.0957513,-0.126037,0.280904,0.269656,0.479912,0.301356,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,7,29,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10803.081780033523,5.42831112746717,0.0662608824815236,0.0783487714523674,0.845716930249599,0.000513728011795684,1,600,1.50519,4.80561,3.68924,-0.223968,-0.122086,0.129471,0.56971,0.278804,0.285462,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,7,30,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10802.253529914813,4.60006100875762,0.100255785435702,0.0427642985811389,2.34438044729019,0.00142408631422764,1,67,1.5106,5.16323,4.49803,-0.31801,-0.123718,0.131121,0.613323,0.38071,0.289387,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,7,31,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10945.547655658751,147.894186752696,7.67689134519374e-33,0.000283167975621011,2.71107328728034e-29,1.64683269293884e-32,0,0,0.96514,5.50426,4.27798,-0.429089,-0.12436,0.2461,0.187652,0.413708,0.305649,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,7,32,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10807.185073176075,9.53160427001967,0.00851605447652438,0.084000438621,0.101381071531636,6.15836037435033e-05,1,846,1.43911,5.01723,3.8763,-0.245028,-0.1265,0.161114,0.945111,0.36585,0.268461,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,7,33,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10799.736054693625,2.08258578756977,0.352997997882854,0.5423324682503,0.650888557385682,0.000395380147335611,1,585,1.30911,5.22486,4.07494,-0.245671,-0.124504,0.214419,0.649502,0.340784,0.289587,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,7,34,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,350192239.28540349,350181441.631935,0,0.130806304826653,0,0,0,0,1.57522,4.63441,3.22746,-0.413726,-0.125226,0.236311,0.595998,0.453474,0.279604,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,7,35,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10807.121337947679,9.467869041624,0.00879181133510132,0.0362200893511524,0.242733010674409,0.00014744738163648,1,795,1.57258,5.00236,3.67421,-0.409784,-0.124103,0.193741,0.495444,0.354369,0.298014,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,7,36,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10805.083021129360,7.4295522233042,0.0243608946249632,0.137561118755277,0.177091425581537,0.000107573613245766,1,624,1.28938,5.20037,3.89587,-0.258569,-0.123597,0.284997,0.4849,0.314618,0.29671,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,7,37,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10840.859690093908,43.2062211878529,4.14847308831902e-10,0.0347405351897919,1.19413044895693e-08,7.25370675961612e-12,0,0,1.14513,5.18123,4.47569,-0.260639,-0.126917,0.220275,0.294486,0.389879,0.309224,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
