iteration,commandline.samples,attempted.samples,successful.samples,commandline.resamples,actual.resamples,requested.ratio,actual.ratio,negative.dOFV,minimum.sample.ofv
1,2000,2000,1999,1000,1000,2,1.999,0,10798.696470069339
