"step.number","action","relation","model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","[1]   CL (L/d)","[2,3] V1  (L)","V2","Q","CLADA-2-1","CLAGE-2-1","CLAGE-3-1","CLAGE-3-2","CLAGE-5-1","CLALB-2-1","CLALB-3-1","CLALB-3-2","CLALB-5-1","V1ADA-2-1","V1ALB-2-1","V1ALB-3-1","V1ALB-3-2","V1ALB-5-1","V1BW-2-1","V1BW-3-1","V1BW-3-2","V1BW-5-1","V1CREAT-2-1","V1CREAT-3-1","V1CREAT-3-2","V1CREAT-5-1","IIV CL","IIV V","EPS(1), proportional","EPS(2)","se[1]   CL (L/d)","se[2,3] V1  (L)","seV2","seQ","seCLADA-2-1","seCLAGE-2-1","seCLAGE-3-1","seCLAGE-3-2","seCLAGE-5-1","seCLALB-2-1","seCLALB-3-1","seCLALB-3-2","seCLALB-5-1","seV1ADA-2-1","seV1ALB-2-1","seV1ALB-3-1","seV1ALB-3-2","seV1ALB-5-1","seV1BW-2-1","seV1BW-3-1","seV1BW-3-2","seV1BW-5-1","seV1CREAT-2-1","seV1CREAT-3-1","seV1CREAT-3-2","seV1CREAT-5-1","seIIV CL","seIIV V","seEPS(1), proportional","seEPS(2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13","EI14","EI15","EI16","EI17","EI18","EI19"
0,none (base),none,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA,FOCE,NA,480.46,0,10690.648890820266,1.28455,6.77774,0.246395,1.50868,4.16308,0.022661,NA,NA,NA,NA,-0.0771032,0.166749,NA,-0.267183,NA,-0.0118677,-0.123039,NA,NA,0.0180022,-0.0495879,NA,0.270336,NA,NA,NA,0.611531,0.379901,0.280935,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,CLAGE-3,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA,FOCE_I,NA,804.86,0,10689.147877845066,1.26834,6.78827,0.247697,1.51694,4.2828,NA,0.027855,0.0352861,NA,NA,-0.0670289,0.167782,NA,-0.252092,NA,-0.012016,-0.123017,NA,NA,0.0176949,-0.0500011,NA,0.275343,NA,NA,NA,0.610242,0.3857,0.277026,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,CLALB-5,2,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,1283.13,0,10722.085623590043,1.39908,7.41706,0.163114,1.41593,4.13053,0.021037,NA,NA,NA,NA,NA,NA,0.796628,-0.275783,NA,0.0295125,-0.12649,NA,NA,0.00996151,-0.0501506,NA,0.30083,NA,NA,NA,0.594993,0.341269,0.280114,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,V1ALB-5,3,1,1,0,0,0,0,0,0,0,0,2,0,NA,NA,FOCE_I,NA,1389.8,0,10741.427772484514,1.0427,5.68429,0.218854,1.93555,4.1732,0.0278106,NA,NA,NA,NA,-0.163544,0.231935,NA,-0.257987,NA,NA,NA,-3.64704,NA,0.0181876,-0.0516403,NA,0.21855,NA,NA,NA,0.627929,0.47845,0.28423,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,V1BW-5,4,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA,FOCE_I,NA,749.3,0,10720.716290228047,1.33095,5.14035,0.185059,1.6116,3.87462,0.0291553,NA,NA,NA,NA,-0.0718306,0.155922,NA,-0.261797,NA,-0.0202282,-0.122886,NA,NA,NA,NA,-1.12635,0.272107,NA,NA,NA,0.609686,0.323348,0.281581,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,added,V1CREAT-3,5,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,736.64,0,10688.414066953741,1.18261,6.61288,0.224724,1.53021,4.15944,0.0335622,NA,NA,NA,NA,-0.0779308,0.185598,NA,-0.26009,NA,-0.0174299,-0.122865,NA,NA,0.0151574,-0.0494085,NA,NA,0.2638,0.277826,NA,0.604933,0.383505,0.280089,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,removed,CLADA-1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,1765.04,0,10757.912858755706,1.198,6.85247,0.0798872,1.66028,NA,0.0224079,NA,NA,NA,NA,-0.0706634,0.199522,NA,-0.838111,NA,-0.017884,-0.123203,NA,NA,0.0183129,-0.0474598,NA,0.266184,NA,NA,NA,0.610919,0.38038,0.289509,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,removed,CLAGE-1,2,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,1178.48,0,10695.897015043502,1.24816,6.84084,0.21474,1.72151,4.1489,NA,NA,NA,NA,NA,-0.0854679,0.191788,NA,-0.261731,NA,-0.0270859,-0.123756,NA,NA,0.0205176,-0.0540066,NA,0.2812,NA,NA,NA,0.67614,0.441147,0.280447,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,removed,CLALB-2,3,1,1,0,0,0,0,0,0,0,0,2,0,NA,NA,FOCE_I,NA,1319.14,0,10721.093968508581,1.44766,7.65158,0.185443,1.12175,4.17879,0.0215716,NA,NA,NA,0.0210768,NA,NA,NA,-0.269094,NA,0.0316758,-0.12625,NA,NA,0.0132634,-0.0507142,NA,0.290074,NA,NA,NA,0.590074,0.355417,0.279364,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,removed,V1ADA-1,4,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA,FOCE_I,NA,1375.31,0,10697.092440331588,1.28145,6.79542,0.246646,1.51072,4.7963,0.0225884,NA,NA,NA,NA,-0.0645781,0.165624,NA,NA,NA,-0.012634,-0.123,NA,NA,0.0179607,-0.0495641,NA,0.273978,NA,NA,NA,0.613174,0.369409,0.280891,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,removed,V1ALB-2,5,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA,FOCE_I,NA,978.34,0,10699.308553287592,1.23019,6.23921,0.25107,1.51583,4.28241,0.0278142,NA,NA,NA,NA,-0.149787,0.135294,NA,-0.261684,-0.122712,NA,NA,NA,NA,0.0185153,-0.0522453,NA,0.244913,NA,NA,NA,0.593562,0.488665,0.280063,5e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
