"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","[1] CL (L/d)","VMAX","KM","[2,3] V1 (L)","V2","Q","CLALB","IIV CL","EPS(1), proportional","EPS(2)","se[1] CL (L/d)","seVMAX","seKM","se[2,3] V1 (L)","seV2","seQ","seCLALB","seIIV CL","seEPS(1), proportional","seEPS(2)","shrinkage_eta1(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10"
380,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,504.74,0,6856.5086037795054,0.942919,1.37974,0.00757929,4.42298,0.000307008,13.0002,-3.68095,0.36578,0.327119,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,536.17,0,4757.8522254203681,0.942794,1.37969,0.00758052,4.42057,0.000307039,12.9956,-3.66376,0.366581,0.32952,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,893.49,0,4427.8056204796503,0.938224,1.37728,0.00758096,4.43439,0.000312443,12.9978,-2.55726,0.366184,0.327356,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,519.93,0,4693.7904892000824,0.951091,1.4515,0.00722438,4.28099,0.00030312,12.9397,-4.8052,0.373585,0.241672,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,1,1,0,0,0,0,0,1,0,0,0,0,2.1,NA,FOCE_I,NA,395.61,0,4502.1125982858121,0.94295,1.37978,0.00757956,4.42197,0.00030701,12.9974,-3.66878,0.366122,0.327094,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,321.51,0,6701.0980677576144,0.942917,1.37975,0.00757959,4.42287,0.000306996,12.9979,-3.66867,0.366123,0.327132,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,422.3,0,5395.6762218477352,0.94291,1.37986,0.00757982,4.423,0.000306976,12.9969,-3.66929,0.366143,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,292.08,0,2951.3360952101352,0.942897,1.37972,0.00757968,4.42303,0.000306981,12.9981,-3.67216,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,405.21,0,5981.0691518949279,0.942923,1.37975,0.00757957,4.42275,0.000307,12.9977,-3.66924,0.366121,0.32711,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,328.66,0,4493.7335368905697,0.942943,1.37966,0.00757957,4.4229,0.000306958,12.9978,-3.66908,0.366114,0.327128,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,203.78,0,7417.4318285834634,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,217.98,0,3750.7402579799159,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,385.24,0,5751.1448032955795,0.942937,1.37978,0.00757952,4.42273,0.000306966,12.9977,-3.66915,0.366142,0.327134,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,253.3,0,5000.7232013545381,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,265.62,0,5325.7409868329396,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,377.99,0,5110.0664543573221,0.942927,1.37975,0.00757962,4.42279,0.000306974,12.9979,-3.66892,0.366117,0.327113,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,702.05,0,4974.9326330333843,0.94304,1.37975,0.00757958,4.42297,0.000306996,12.9982,-3.67922,0.366438,0.327134,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,1,1,0,0,0,0,0,1,0,0,0,0,1.8,NA,FOCE_I,NA,291.15,0,4665.8860441035740,0.942818,1.3797,0.00757971,4.42321,0.00030698,12.9981,-3.69029,0.366112,0.327139,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,257.41,0,4380.7176643931925,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,583.77,0,6590.3716138218761,0.942883,1.37974,0.0075783,4.42303,0.000307143,12.9976,-3.68029,0.365937,0.327176,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,1,1,0,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,NA,687.26,0,4726.4935605424225,0.942892,1.38008,0.0075798,4.42294,0.00030694,12.9977,-3.67904,0.366211,0.327081,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,326.94,0,6461.1754290626495,0.94295,1.37978,0.00757956,4.42283,0.000306966,12.9977,-3.66928,0.366115,0.327102,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,458.96,0,4312.0981100102545,0.942907,1.37967,0.00757959,4.42295,0.000306989,12.9978,-3.66901,0.366034,0.327135,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,349.71,0,4649.9715840695853,0.942898,1.37963,0.00757971,4.423,0.000306981,12.9985,-3.66867,0.366113,0.327132,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,448.8,0,3552.5026572600750,0.917575,1.37671,0.00757419,4.46477,0.000306604,12.971,-1.46955,0.367806,0.333284,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,1,1,0,0,0,0,0,1,0,0,0,0,1.9,NA,FOCE_I,NA,708.62,0,3313.7845875361895,0.942827,1.3797,0.0075796,4.42348,0.000306971,12.9973,-3.67097,0.366181,0.327142,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,311.56,0,4907.9321088011829,0.940889,1.37923,0.00758041,4.42813,0.000306979,12.9987,-4.02897,0.366097,0.327452,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,228.75,0,4581.4000121966028,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,1,1,0,0,0,0,0,1,0,0,0,0,2.4,NA,FOCE_I,NA,372.98,0,5729.3052069925998,0.942885,1.3797,0.00758011,4.42283,0.000306972,12.9983,-3.66839,0.366142,0.32715,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,651.34,0,6996.9545028350212,0.942885,1.37979,0.00757985,4.42267,0.00030696,12.9991,-3.67036,0.366177,0.327215,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,278.8,0,4782.6035253962673,0.942848,1.37971,0.00757972,4.42314,0.000306981,12.9981,-3.66892,0.366112,0.327139,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,351.21,0,6459.7752456161807,0.942943,1.37978,0.00757952,4.42281,0.000306966,12.9977,-3.66891,0.366127,0.327115,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,519.4,0,6943.3970148610351,0.942937,1.37975,0.0075795,4.42262,0.000306972,13.0128,-3.66945,0.36611,0.327134,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,374.88,0,6014.9117584625092,0.942895,1.37961,0.00757965,4.423,0.000306974,12.998,-3.66868,0.366115,0.327135,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,224.31,0,6427.9127589483032,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,222.71,0,3836.6256459870774,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,214.66,0,6923.0142257015177,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,322.26,0,6561.7031903151110,0.942823,1.37942,0.00757917,4.42364,0.000306851,12.9972,-3.66834,0.366459,0.327207,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,324.28,0,5647.3676570900070,0.94291,1.37971,0.00757965,4.42273,0.000306978,12.998,-3.66855,0.366117,0.327131,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,329.3,0,3153.0094146303932,0.942812,1.37963,0.00758002,4.42304,0.000306961,12.9982,-3.66176,0.36611,0.327134,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,417.33,0,6175.8364013136807,0.942893,1.37987,0.00757927,4.42299,0.000306974,12.9985,-3.67796,0.366212,0.32717,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,1,0,1,0,0,0,0,0,0,1,0,3,NA,FOCE_I,NA,549.14,0,5865.5386204988299,0.942461,1.37974,0.00757962,4.5035,0.000306961,12.9991,-3.9981,0.366105,0.325911,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,1,1,0,0,0,0,0,1,0,0,0,0,2.4,NA,FOCE_I,NA,315.12,0,6737.6724518835526,0.94288,1.37966,0.00757953,4.42285,0.000306972,12.9978,-3.66829,0.366134,0.327163,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,442.35,0,4172.8271960364109,0.942894,1.37972,0.00757972,4.42304,0.000306983,12.9988,-3.68131,0.366112,0.327136,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,251.12,0,4392.7554727431225,0.942886,1.37972,0.00757969,4.42304,0.000306981,12.9981,-3.67224,0.366112,0.327135,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,225.49,0,8452.7582334195322,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,410.02,0,5198.8212468919974,0.942916,1.37969,0.00757964,4.42281,0.000306966,12.9979,-3.66854,0.366118,0.327136,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,460.23,0,4653.5516369731358,0.942938,1.37967,0.00757926,4.42292,0.000306966,12.9968,-3.67876,0.366179,0.327141,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,1,1,0,0,0,0,0,1,0,0,0,0,2.7,NA,FOCE_I,NA,264.6,0,2945.3080470034979,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,1,1,0,0,0,0,0,1,0,0,0,0,2.2,NA,FOCE_I,NA,277.46,0,5291.7297553375302,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,431.04,0,5305.9499085542648,0.942938,1.37964,0.00757956,4.42275,0.000307046,12.9974,-3.66857,0.366132,0.327135,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,656.2,0,5926.4118950383172,0.942764,1.37982,0.00757884,4.42265,0.000305352,13.0505,-3.67901,0.366142,0.327102,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,354.1,0,4405.5041352169337,0.942946,1.37966,0.00757953,4.42259,0.00030701,12.9976,-3.66952,0.366117,0.327113,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,701.45,0,4903.3363260559145,0.940843,1.37939,0.00758304,4.42527,0.000308866,13.0003,-3.67264,0.366802,0.33185,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,213.55,0,4424.7565876607232,0.942866,1.37971,0.00757972,4.42312,0.000306983,12.9981,-3.6783,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,224.16,0,4362.1086143868733,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,1033.35,0,5116.6620123993116,0.99208,1.38537,0.00751394,4.41192,0.000313629,12.9852,-5.38744,0.369052,0.284305,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,224.92,0,4976.7654166162411,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,907.6,0,5909.3365349622236,0.943019,1.54861,0.00863447,4.42314,0.000306962,12.9944,-3.67357,0.36622,0.327028,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,954.87,0,6250.9397047606690,0.942742,1.37969,0.00757923,4.42366,0.00030701,12.9966,-3.66446,0.366081,0.327241,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,296.45,0,5371.7340917056281,0.942882,1.37972,0.00757969,4.42306,0.000306981,12.9981,-3.67262,0.366112,0.327134,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,1012.2,0,4025.6757511204360,0.942974,1.37987,0.00758047,4.42235,0.000306918,12.9989,-3.67882,0.365473,0.327086,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,682.4,0,5078.5229203197405,0.942938,1.37976,0.00758007,4.42165,0.000307013,12.9889,-3.66748,0.366043,0.327047,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,1,1,0,0,0,0,0,1,0,0,1,0,NA,NA,FOCE_I,NA,551.01,0,5519.0591330569750,0.942929,1.37971,0.00758952,4.42291,0.000306987,12.998,-3.66199,0.366165,0.327143,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,473.39,0,3699.7875755117789,0.942888,1.37973,0.00757986,4.42237,0.000306987,12.9983,-3.67863,0.366091,0.327148,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,230.65,0,4061.2131687965189,0.942855,1.37971,0.00757969,4.42312,0.000306981,12.9981,-3.68207,0.366112,0.327133,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,937.87,0,5380.6815753981655,0.943067,1.37944,0.007581,4.42284,0.000307,13.0108,-3.67947,0.366091,0.32732,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,192.46,0,4009.4782520928525,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,1,1,0,0,0,0,0,1,0,0,0,0,1.6,NA,FOCE_I,NA,848.23,0,4220.8233486452336,0.943029,1.37939,0.00757877,4.42293,0.000306961,12.9978,-3.68069,0.366019,0.327068,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,575.84,0,4955.3356800144329,0.942912,1.37973,0.00757946,4.42327,0.000306996,12.9977,-3.67858,0.366024,0.327229,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,283.28,0,5675.7450279132345,0.941459,1.37956,0.00757963,4.42487,0.000306977,12.9986,-4.02897,0.366078,0.327955,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,400.09,0,5990.9243177737044,0.942908,1.37977,0.0074781,4.42286,0.00030695,12.9973,-3.67896,0.366385,0.327163,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,391.26,0,6555.4813671508937,0.942756,1.37958,0.00758268,4.42274,0.000306375,12.9946,-3.66553,0.366376,0.32729,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,1,1,0,0,0,0,0,1,0,0,0,0,2.6,NA,FOCE_I,NA,716.17,0,3975.4921068962021,0.942792,1.3799,0.00758056,4.42337,0.000307005,12.9984,-3.6797,0.366824,0.327082,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,221.4,0,4886.3748805546047,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,210.34,0,6501.4599875195463,0.942903,1.37972,0.00757968,4.42301,0.000306981,12.9981,-3.66871,0.366112,0.327129,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,356.84,0,6231.5005980784472,0.942949,1.37966,0.00757993,4.42286,0.000306837,12.998,-3.6686,0.366129,0.327112,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
