"sample.id","model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","deltaofv","likelihood_ratio","relPDF","importance_ratio","probability_resample","resamples","sample_order","[1]   CL (L/d)","[2,3] V1  (L)","V2","Q","CLADA","V1ALB1","IIV CL","IIV V1","EPS(1), proportional","EPS(2)","se[1]   CL (L/d)","se[2,3] V1  (L)","seV2","seQ","seCLADA","seV1ALB1","seIIV CL","seIIV V1","seEPS(1), proportional","seEPS(2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10"
0,input,1,1,1,1,1,0,0,0,0,0,0,0,3.2,7.18743,FOCE_I,NA,239.16,54.75,10624.155290760960,0,NA,NA,NA,NA,NA,NA,1.39726,4.70664,0.228756,2.1274,5.78029,-0.127136,0.607047,0.375377,0.289024,1e-13,0.0456196,0.167603,0.0187831,0.125705,0.243757,0.000998826,0.160859,0.0754157,0.0117312,NA,NA,NA,NA,0.262537,0.430542,0.577737,0.810592,0.899776,1.17463,1.31734,1.63988,1.88697,NA
1,1,1,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10629.366931386996,5.21164062603566,0.073842538350464,0.14273972790794,0.517322958595584,4.73313210414629e-06,0,0,1.36784,4.70795,0.237564,2.23882,5.73445,-0.127836,0.751028,0.295788,0.281514,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,2,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10627.062892082957,2.90760132199648,0.233680457990912,0.0109649932076944,21.3115004783526,0.000194984864726398,0,0,1.45629,4.7541,0.219324,2.08077,5.57086,-0.124941,0.626117,0.332782,0.277565,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,3,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10624.893973041007,0.738682280047215,0.69118957779773,0.094716514496295,7.2974557971595,6.67664594007039e-05,0,0,1.36489,4.7211,0.205202,1.95297,5.48965,-0.126732,0.589919,0.394087,0.295491,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,4,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10630.353674928718,6.19838416775747,0.0450856130768302,0.00366113609292182,12.3146509532917,0.000112670177903212,0,0,1.3148,4.59344,0.239823,2.06714,5.90805,-0.127421,0.514374,0.277275,0.282213,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,5,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10646.244291060299,22.0890002993383,1.59747668950044e-05,0.00522526835052051,0.00305721463920855,2.79713098320386e-08,0,0,1.42587,4.5858,0.2517,2.10722,6.03208,-0.128748,0.32603,0.518711,0.302504,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1,6,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10628.565521106430,4.41023034546924,0.110237828181188,0.000398528098077126,276.612436395522,0.00253080436767019,1,36,1.44184,4.62648,0.195287,2.18709,5.82227,-0.125671,0.721055,0.40715,0.306758,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1,7,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10630.333522812591,6.1782320516304,0.045542194740762,0.000746786614043573,60.9842140771215,0.000557961591880947,0,0,1.373,4.59685,0.192596,1.90515,6.2164,-0.126,0.465275,0.403396,0.27217,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1,8,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10627.355945870773,3.20065510981294,0.201830396629367,0.0114481446853414,17.6299655688138,0.000161301474528176,0,0,1.46155,4.51781,0.212607,1.94376,5.49868,-0.12775,0.593241,0.499218,0.287647,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1,9,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10629.478673031754,5.32338227079345,0.0698300297983856,0.00039915790170878,174.943373285224,0.0016006057391148,0,0,1.40879,5.03342,0.231843,2.36474,5.56264,-0.127672,0.757454,0.341145,0.304746,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1,10,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10628.636010327893,4.48071956693275,0.106420209258911,0.00335957925738385,31.676647909114,0.000289818490904389,0,0,1.39162,5.09003,0.211296,2.06829,5.51945,-0.128685,0.759892,0.410399,0.280145,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,1,11,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10630.281650667574,6.12635990661329,0.046738831354048,0.000117541400280359,397.637183516333,0.00363809355032853,1,57,1.46995,4.66603,0.249092,2.09473,6.53402,-0.126645,0.492095,0.300318,0.299104,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
