"sample.id","model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","deltaofv","likelihood_ratio","relPDF","importance_ratio","probability_resample","resamples","sample_order","[1]   CL (L/d)","[2,3] V1  (L)","V2","Q","CLADA","V1ALB1","IIV CL","IIV V1","EPS(1), proportional","EPS(2)","se[1]   CL (L/d)","se[2,3] V1  (L)","seV2","seQ","seCLADA","seV1ALB1","seIIV CL","seIIV V1","seEPS(1), proportional","seEPS(2)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10"
45,1,45,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10631.319828912377,7.16453815141722,0.0278125178930961,0.00129486433521268,21.4790979539397,0.000226182386357229,0,0,1.3652,4.71458,0.154499,1.81352,5.96318,-0.126339,0.811274,0.396167,0.311602,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,1,46,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10632.557471145770,8.40218038480998,0.0149792376645497,0.0115082485462107,1.30160880731776,1.37063943175844e-05,0,0,1.35542,4.89298,0.221471,2.19574,5.89283,-0.127839,0.745751,0.315324,0.314268,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,1,47,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10628.546157335533,4.39086657457301,0.111310321707569,0.0260512034714762,4.27275161508159,4.49935634486735e-05,0,0,1.38213,5.02378,0.241911,2.04261,5.82745,-0.129018,0.67297,0.314658,0.296994,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,1,48,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10630.536429350952,6.38113858999168,0.0411484386695425,0.0154369589360396,2.66557933074993,2.80694792372758e-05,0,0,1.36977,4.88337,0.254806,2.18813,5.95036,-0.129117,0.449317,0.389365,0.302649,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,1,49,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10626.581299107505,2.42600834654513,0.297302787410318,0.179888401979019,1.65270681233242,1.74035786588343e-05,0,0,1.4468,4.64215,0.225073,2.184,5.95519,-0.126239,0.728093,0.332911,0.293735,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1,50,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10626.742344471761,2.58705371080032,0.274301652837598,0.0195381497218069,14.0392850266392,0.000147838563653095,1,171,1.37557,4.79864,0.281048,2.39105,5.808,-0.127449,0.637786,0.351171,0.277175,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1,51,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10626.999106217001,2.84381545604083,0.241253331864666,0.0374015555903846,6.45035555490877,6.79244917729086e-05,0,0,1.35171,5.03034,0.234818,2.19166,5.50099,-0.126656,0.594759,0.350475,0.301384,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,1,52,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10627.521157579447,3.36586681848712,0.185828065975608,0.0222280055255903,8.36008726746408,8.80346321975259e-05,0,0,1.34386,4.36623,0.231252,2.32451,5.39871,-0.126025,0.526427,0.370246,0.282139,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,1,53,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10631.750985863906,7.59569510294568,0.0224189756505811,0.00301668045869833,7.4316706583682,7.82580817749102e-05,0,0,1.25781,4.62737,0.205718,2.09655,5.47078,-0.125955,0.60882,0.338609,0.313506,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,1,54,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10625.127782984220,0.972492223259906,0.614930447153888,0.208218952640816,2.95328758191702,3.10991473808443e-05,1,364,1.36803,4.91753,0.215053,1.98861,5.79263,-0.127856,0.556419,0.350743,0.294325,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,1,55,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10626.416959537828,2.26166877686774,0.322763833626603,0.12309426460366,2.62208669645039,2.76114866420595e-05,0,0,1.41062,4.87778,0.23901,2.15237,5.57798,-0.127677,0.575168,0.402317,0.303446,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,1,56,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10626.414865580735,2.25957481977457,0.323101937398836,0.155975330575865,2.07149384589176,2.18135520585106e-05,0,0,1.35008,4.88511,0.20826,2.10137,5.60825,-0.126377,0.735957,0.350323,0.28608,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,1,57,1,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,FOCE_I,NA,0,0,10629.854378820732,5.69908805977138,0.057870702170524,0.00309424471376309,18.7026908095269,0.000196945851621497,1,393,1.49119,4.5242,0.255269,2.28696,5.25072,-0.127749,0.568512,0.293055,0.278896,1e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
